"","X","Periodo","Renta.anual.neta.media.por.persona.y.por.unidad.de.consumo","Edad","Sexo","value"
"645",645,2008,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",11611
"646",646,2022,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",20574
"647",647,2021,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",19090
"648",648,2020,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",18884
"649",649,2019,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",17745
"650",650,2018,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",18108
"651",651,2017,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",16979
"652",652,2016,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",16230
"653",653,2015,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",15465
"654",654,2014,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",15597
"655",655,2013,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",16133
"656",656,2012,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",16773
"657",657,2011,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",17690
"658",658,2010,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",18584
"659",659,2009,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",18815
"660",660,2008,"Renta media por unidad de consumo (con alquiler imputado)","De 16 a 29 años","Hombres",17827
"661",661,2022,"Renta neta media por persona","De 30 a 44 años","Hombres",13538
"662",662,2021,"Renta neta media por persona","De 30 a 44 años","Hombres",12333
"663",663,2020,"Renta neta media por persona","De 30 a 44 años","Hombres",12726
"664",664,2019,"Renta neta media por persona","De 30 a 44 años","Hombres",11908
"665",665,2018,"Renta neta media por persona","De 30 a 44 años","Hombres",11833
"666",666,2017,"Renta neta media por persona","De 30 a 44 años","Hombres",11327
"667",667,2016,"Renta neta media por persona","De 30 a 44 años","Hombres",10868
"668",668,2015,"Renta neta media por persona","De 30 a 44 años","Hombres",10658
"669",669,2014,"Renta neta media por persona","De 30 a 44 años","Hombres",10662
"670",670,2013,"Renta neta media por persona","De 30 a 44 años","Hombres",10810
"671",671,2012,"Renta neta media por persona","De 30 a 44 años","Hombres",11276
"672",672,2011,"Renta neta media por persona","De 30 a 44 años","Hombres",11370
"673",673,2010,"Renta neta media por persona","De 30 a 44 años","Hombres",11691
"674",674,2009,"Renta neta media por persona","De 30 a 44 años","Hombres",12141
"675",675,2008,"Renta neta media por persona","De 30 a 44 años","Hombres",11489
"676",676,2022,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",19697
"677",677,2021,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",18136
"678",678,2020,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",18664
"679",679,2019,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",17601
"680",680,2018,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",17612
"681",681,2017,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",16832
"682",682,2016,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",16039
"683",683,2015,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",15681
"684",684,2014,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",15779
"685",685,2013,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",15982
"686",686,2012,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",16696
"687",687,2011,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",16916
"688",688,2010,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",17417
"689",689,2009,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",18006
"690",690,2008,"Renta media por unidad de consumo","De 30 a 44 años","Hombres",17003
"691",691,2022,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",15380
"692",692,2021,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",14088
"693",693,2020,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",14477
"694",694,2019,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",13548
"695",695,2018,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",13420
"696",696,2017,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",12885
"697",697,2016,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",12274
"698",698,2015,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",12033
"699",699,2014,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",12038
"700",700,2013,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",12032
"701",701,2012,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",12588
"702",702,2011,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",12786
"703",703,2010,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",13149
"704",704,2009,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",13374
"705",705,2008,"Renta media por persona (con alquiler imputado)","De 30 a 44 años","Hombres",12736
"706",706,2022,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",22285
"707",707,2021,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",20610
"708",708,2020,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",21125
"709",709,2019,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",19935
"710",710,2018,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",19881
"711",711,2017,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",19033
"712",712,2016,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",18035
"713",713,2015,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",17630
"714",714,2014,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",17730
"715",715,2013,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",17723
"716",716,2012,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",18538
"717",717,2011,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",18953
"718",718,2010,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",19498
"719",719,2009,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",19777
"720",720,2008,"Renta media por unidad de consumo (con alquiler imputado)","De 30 a 44 años","Hombres",18818
"721",721,2022,"Renta neta media por persona","De 45 a 64 años","Hombres",14414
"722",722,2021,"Renta neta media por persona","De 45 a 64 años","Hombres",13417
"723",723,2020,"Renta neta media por persona","De 45 a 64 años","Hombres",13769
"724",724,2019,"Renta neta media por persona","De 45 a 64 años","Hombres",12989
"725",725,2018,"Renta neta media por persona","De 45 a 64 años","Hombres",12449
"726",726,2017,"Renta neta media por persona","De 45 a 64 años","Hombres",12310
"727",727,2016,"Renta neta media por persona","De 45 a 64 años","Hombres",11850
"728",728,2015,"Renta neta media por persona","De 45 a 64 años","Hombres",11566
"729",729,2014,"Renta neta media por persona","De 45 a 64 años","Hombres",11653
"730",730,2013,"Renta neta media por persona","De 45 a 64 años","Hombres",11899
"731",731,2012,"Renta neta media por persona","De 45 a 64 años","Hombres",12080
"732",732,2011,"Renta neta media por persona","De 45 a 64 años","Hombres",12140
"733",733,2010,"Renta neta media por persona","De 45 a 64 años","Hombres",12857
"734",734,2009,"Renta neta media por persona","De 45 a 64 años","Hombres",12959
"735",735,2008,"Renta neta media por persona","De 45 a 64 años","Hombres",12299
"736",736,2022,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",20693
"737",737,2021,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",19296
"738",738,2020,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",19651
"739",739,2019,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",18676
"740",740,2018,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",17932
"741",741,2017,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",17669
"742",742,2016,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",16984
"743",743,2015,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",16534
"744",744,2014,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",16642
"745",745,2013,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",17098
"746",746,2012,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",17497
"747",747,2011,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",17714
"748",748,2010,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",18773
"749",749,2009,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",18928
"750",750,2008,"Renta media por unidad de consumo","De 45 a 64 años","Hombres",18122
"751",751,2022,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",16645
"752",752,2021,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",15581
"753",753,2020,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",15879
"754",754,2019,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",14954
"755",755,2018,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",14390
"756",756,2017,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",14210
"757",757,2016,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",13642
"758",758,2015,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",13275
"759",759,2014,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",13456
"760",760,2013,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",13576
"761",761,2012,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",13780
"762",762,2011,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",13914
"763",763,2010,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",14677
"764",764,2009,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",14627
"765",765,2008,"Renta media por persona (con alquiler imputado)","De 45 a 64 años","Hombres",13990
"766",766,2022,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",23737
"767",767,2021,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",22247
"768",768,2020,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",22522
"769",769,2019,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",21388
"770",770,2018,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",20613
"771",771,2017,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",20284
"772",772,2016,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",19441
"773",773,2015,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",18876
"774",774,2014,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",19102
"775",775,2013,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",19397
"776",776,2012,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",19849
"777",777,2011,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",20197
"778",778,2010,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",21305
"779",779,2009,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",21252
"780",780,2008,"Renta media por unidad de consumo (con alquiler imputado)","De 45 a 64 años","Hombres",20498
"781",781,2022,"Renta neta media por persona","65 y más años","Hombres",15118
"782",782,2021,"Renta neta media por persona","65 y más años","Hombres",14928
"783",783,2020,"Renta neta media por persona","65 y más años","Hombres",14484
"784",784,2019,"Renta neta media por persona","65 y más años","Hombres",13575
"785",785,2018,"Renta neta media por persona","65 y más años","Hombres",13134
"786",786,2017,"Renta neta media por persona","65 y más años","Hombres",12928
"787",787,2016,"Renta neta media por persona","65 y más años","Hombres",12788
"788",788,2015,"Renta neta media por persona","65 y más años","Hombres",12689
"789",789,2014,"Renta neta media por persona","65 y más años","Hombres",12631
"790",790,2013,"Renta neta media por persona","65 y más años","Hombres",12315
"791",791,2012,"Renta neta media por persona","65 y más años","Hombres",12231
"792",792,2011,"Renta neta media por persona","65 y más años","Hombres",11877
"793",793,2010,"Renta neta media por persona","65 y más años","Hombres",12032
"794",794,2009,"Renta neta media por persona","65 y más años","Hombres",11990
"795",795,2008,"Renta neta media por persona","65 y más años","Hombres",11269
"796",796,2022,"Renta media por unidad de consumo","65 y más años","Hombres",19924
"797",797,2021,"Renta media por unidad de consumo","65 y más años","Hombres",19697
"798",798,2020,"Renta media por unidad de consumo","65 y más años","Hombres",19114
"799",799,2019,"Renta media por unidad de consumo","65 y más años","Hombres",17893
"800",800,2018,"Renta media por unidad de consumo","65 y más años","Hombres",17292
"801",801,2017,"Renta media por unidad de consumo","65 y más años","Hombres",16993
"802",802,2016,"Renta media por unidad de consumo","65 y más años","Hombres",16843
"803",803,2015,"Renta media por unidad de consumo","65 y más años","Hombres",16670
"804",804,2014,"Renta media por unidad de consumo","65 y más años","Hombres",16715
"805",805,2013,"Renta media por unidad de consumo","65 y más años","Hombres",16333
"806",806,2012,"Renta media por unidad de consumo","65 y más años","Hombres",16345
"807",807,2011,"Renta media por unidad de consumo","65 y más años","Hombres",15914
"808",808,2010,"Renta media por unidad de consumo","65 y más años","Hombres",16205
"809",809,2009,"Renta media por unidad de consumo","65 y más años","Hombres",16072
"810",810,2008,"Renta media por unidad de consumo","65 y más años","Hombres",15171
"811",811,2022,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",18156
"812",812,2021,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",17840
"813",813,2020,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",17203
"814",814,2019,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",16375
"815",815,2018,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",15800
"816",816,2017,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",15576
"817",817,2016,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",15282
"818",818,2015,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",15136
"819",819,2014,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",15262
"820",820,2013,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",14568
"821",821,2012,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",14659
"822",822,2011,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",14313
"823",823,2010,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",14548
"824",824,2009,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",14362
"825",825,2008,"Renta media por persona (con alquiler imputado)","65 y más años","Hombres",13692
"826",826,2022,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",23782
"827",827,2021,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",23406
"828",828,2020,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",22592
"829",829,2019,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",21440
"830",830,2018,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",20660
"831",831,2017,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",20341
"832",832,2016,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",20002
"833",833,2015,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",19765
"834",834,2014,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",20056
"835",835,2013,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",19215
"836",836,2012,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",19453
"837",837,2011,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",19065
"838",838,2010,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",19460
"839",839,2009,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",19118
"840",840,2008,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Hombres",18286
"841",841,2022,"Renta neta media por persona","Menos de 18 años","Hombres",9541
"842",842,2021,"Renta neta media por persona","Menos de 18 años","Hombres",9047
"843",843,2020,"Renta neta media por persona","Menos de 18 años","Hombres",8988
"844",844,2019,"Renta neta media por persona","Menos de 18 años","Hombres",8970
"845",845,2018,"Renta neta media por persona","Menos de 18 años","Hombres",8983
"846",846,2017,"Renta neta media por persona","Menos de 18 años","Hombres",8517
"847",847,2016,"Renta neta media por persona","Menos de 18 años","Hombres",8168
"848",848,2015,"Renta neta media por persona","Menos de 18 años","Hombres",7695
"849",849,2014,"Renta neta media por persona","Menos de 18 años","Hombres",7600
"850",850,2013,"Renta neta media por persona","Menos de 18 años","Hombres",7580
"851",851,2012,"Renta neta media por persona","Menos de 18 años","Hombres",8145
"852",852,2011,"Renta neta media por persona","Menos de 18 años","Hombres",8327
"853",853,2010,"Renta neta media por persona","Menos de 18 años","Hombres",8438
"854",854,2009,"Renta neta media por persona","Menos de 18 años","Hombres",8587
"855",855,2008,"Renta neta media por persona","Menos de 18 años","Hombres",8070
"856",856,2022,"Renta media por unidad de consumo","Menos de 18 años","Hombres",17157
"857",857,2021,"Renta media por unidad de consumo","Menos de 18 años","Hombres",16254
"858",858,2020,"Renta media por unidad de consumo","Menos de 18 años","Hombres",16118
"859",859,2019,"Renta media por unidad de consumo","Menos de 18 años","Hombres",16060
"860",860,2018,"Renta media por unidad de consumo","Menos de 18 años","Hombres",16103
"861",861,2017,"Renta media por unidad de consumo","Menos de 18 años","Hombres",15153
"862",862,2016,"Renta media por unidad de consumo","Menos de 18 años","Hombres",14603
"863",863,2015,"Renta media por unidad de consumo","Menos de 18 años","Hombres",13772
"864",864,2014,"Renta media por unidad de consumo","Menos de 18 años","Hombres",13644
"865",865,2013,"Renta media por unidad de consumo","Menos de 18 años","Hombres",13608
"866",866,2012,"Renta media por unidad de consumo","Menos de 18 años","Hombres",14670
"867",867,2011,"Renta media por unidad de consumo","Menos de 18 años","Hombres",14949
"868",868,2010,"Renta media por unidad de consumo","Menos de 18 años","Hombres",15176
"869",869,2009,"Renta media por unidad de consumo","Menos de 18 años","Hombres",15435
"870",870,2008,"Renta media por unidad de consumo","Menos de 18 años","Hombres",14468
"871",871,2022,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",10768
"872",872,2021,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",10218
"873",873,2020,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",10181
"874",874,2019,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",10145
"875",875,2018,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",10128
"876",876,2017,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",9594
"877",877,2016,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",9148
"878",878,2015,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",8629
"879",879,2014,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",8522
"880",880,2013,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",8448
"881",881,2012,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",9010
"882",882,2011,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",9304
"883",883,2010,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",9405
"884",884,2009,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",9438
"885",885,2008,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Hombres",8956
"886",886,2022,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",19344
"887",887,2021,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",18337
"888",888,2020,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",18241
"889",889,2019,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",18151
"890",890,2018,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",18135
"891",891,2017,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",17056
"892",892,2016,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",16337
"893",893,2015,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",15424
"894",894,2014,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",15279
"895",895,2013,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",15148
"896",896,2012,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",16210
"897",897,2011,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",16686
"898",898,2010,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",16895
"899",899,2009,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",16943
"900",900,2008,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Hombres",16046
"901",901,2022,"Renta neta media por persona","De 18 a 64 años","Hombres",13677
"902",902,2021,"Renta neta media por persona","De 18 a 64 años","Hombres",12612
"903",903,2020,"Renta neta media por persona","De 18 a 64 años","Hombres",12873
"904",904,2019,"Renta neta media por persona","De 18 a 64 años","Hombres",12104
"905",905,2018,"Renta neta media por persona","De 18 a 64 años","Hombres",11893
"906",906,2017,"Renta neta media por persona","De 18 a 64 años","Hombres",11475
"907",907,2016,"Renta neta media por persona","De 18 a 64 años","Hombres",11024
"908",908,2015,"Renta neta media por persona","De 18 a 64 años","Hombres",10751
"909",909,2014,"Renta neta media por persona","De 18 a 64 años","Hombres",10791
"910",910,2013,"Renta neta media por persona","De 18 a 64 años","Hombres",11036
"911",911,2012,"Renta neta media por persona","De 18 a 64 años","Hombres",11353
"912",912,2011,"Renta neta media por persona","De 18 a 64 años","Hombres",11498
"913",913,2010,"Renta neta media por persona","De 18 a 64 años","Hombres",12056
"914",914,2009,"Renta neta media por persona","De 18 a 64 años","Hombres",12291
"915",915,2008,"Renta neta media por persona","De 18 a 64 años","Hombres",11613
"916",916,2022,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",19954
"917",917,2021,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",18470
"918",918,2020,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",18768
"919",919,2019,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",17735
"920",920,2018,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",17480
"921",921,2017,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",16829
"922",922,2016,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",16153
"923",923,2015,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",15705
"924",924,2014,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",15808
"925",925,2013,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",16187
"926",926,2012,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",16719
"927",927,2011,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",17057
"928",928,2010,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",17871
"929",929,2009,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",18230
"930",930,2008,"Renta media por unidad de consumo","De 18 a 64 años","Hombres",17285
"931",931,2022,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",15646
"932",932,2021,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",14499
"933",933,2020,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",14718
"934",934,2019,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",13841
"935",935,2018,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",13602
"936",936,2017,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",13149
"937",937,2016,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",12561
"938",938,2015,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",12233
"939",939,2014,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",12309
"940",940,2013,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",12427
"941",941,2012,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",12786
"942",942,2011,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",13019
"943",943,2010,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",13610
"944",944,2009,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",13656
"945",945,2008,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Hombres",12982
"946",946,2022,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",22706
"947",947,2021,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",21109
"948",948,2020,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",21341
"949",949,2019,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",20181
"950",950,2018,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",19893
"951",951,2017,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",19178
"952",952,2016,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",18321
"953",953,2015,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",17791
"954",954,2014,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",17940
"955",955,2013,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",18141
"956",956,2012,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",18732
"957",957,2011,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",19227
"958",958,2010,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",20078
"959",959,2009,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",20179
"960",960,2008,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Hombres",19259
"961",961,2022,"Renta neta media por persona","Total","Mujeres",12843
"962",962,2021,"Renta neta media por persona","Total","Mujeres",12184
"963",963,2020,"Renta neta media por persona","Total","Mujeres",12156
"964",964,2019,"Renta neta media por persona","Total","Mujeres",11595
"965",965,2018,"Renta neta media por persona","Total","Mujeres",11279
"966",966,2017,"Renta neta media por persona","Total","Mujeres",10998
"967",967,2016,"Renta neta media por persona","Total","Mujeres",10651
"968",968,2015,"Renta neta media por persona","Total","Mujeres",10361
"969",969,2014,"Renta neta media por persona","Total","Mujeres",10315
"970",970,2013,"Renta neta media por persona","Total","Mujeres",10488
"971",971,2012,"Renta neta media por persona","Total","Mujeres",10713
"972",972,2011,"Renta neta media por persona","Total","Mujeres",10760
"973",973,2010,"Renta neta media por persona","Total","Mujeres",11195
"974",974,2009,"Renta neta media por persona","Total","Mujeres",11080
"975",975,2008,"Renta neta media por persona","Total","Mujeres",10568
"976",976,2022,"Renta media por unidad de consumo","Total","Mujeres",18891
"977",977,2021,"Renta media por unidad de consumo","Total","Mujeres",17937
