"","Sexo","Edad","Tipo de jornada","Tipo de dato","Periodo","Total"
"611","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2007,"10,8"
"612","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2006,"10,7"
"613","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2022,"2.983,6"
"614","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2021,"3.030,5"
"615","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2020,"3.020"
"616","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2019,"3.130,7"
"617","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2018,"3.127,2"
"618","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2017,"3.039,9"
"619","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2016,"2.938,6"
"620","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2015,"2.824,3"
"621","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2014,"2.692"
"622","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2013,"2.618,9"
"623","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2012,"2.625,4"
"624","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2011,"2.684,1"
"625","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2010,"2.693"
"626","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2009,"2.716,8"
"627","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2008,"2.813,2"
"628","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2007,"2.800,3"
"629","Ambos sexos","De 40 a 44 años","Total","Valor absoluto",2006,"2.665,8"
"630","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2022,"100"
"631","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2021,"100"
"632","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2020,"100"
"633","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2019,"100"
"634","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2018,"100"
"635","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2017,"100"
"636","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2016,"100"
"637","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2015,"100"
"638","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2014,"100"
"639","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2013,"100"
"640","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2012,"100"
"641","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2011,"100"
"642","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2010,"100"
"643","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2009,"100"
"644","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2008,"100"
"645","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2007,"100"
"646","Ambos sexos","De 40 a 44 años","Total","Porcentaje",2006,"100"
"647","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2022,"2.638,1"
"648","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2021,"2.673,9"
"649","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2020,"2.663,9"
"650","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2019,"2.737,6"
"651","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2018,"2.726,3"
"652","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2017,"2.645,9"
"653","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2016,"2.536,7"
"654","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2015,"2.436,2"
"655","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2014,"2.311"
"656","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2013,"2.230,4"
"657","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2012,"2.270,4"
"658","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2011,"2.355,8"
"659","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2010,"2.366,1"
"660","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2009,"2.407,6"
"661","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2008,"2.505,3"
"662","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2007,"2.503,6"
"663","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Valor absoluto",2006,"2.393,3"
"664","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2022,"88,4"
"665","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2021,"88,2"
"666","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2020,"88,2"
"667","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2019,"87,4"
"668","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2018,"87,2"
"669","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2017,"87"
"670","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2016,"86,3"
"671","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2015,"86,3"
"672","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2014,"85,8"
"673","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2013,"85,2"
"674","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2012,"86,5"
"675","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2011,"87,8"
"676","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2010,"87,9"
"677","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2009,"88,6"
"678","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2008,"89,1"
"679","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2007,"89,4"
"680","Ambos sexos","De 40 a 44 años","Jornada a tiempo completo","Porcentaje",2006,"89,8"
"681","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2022,"345,5"
"682","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2021,"356,6"
"683","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2020,"356,1"
"684","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2019,"393,1"
"685","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2018,"400,9"
"686","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2017,"394"
"687","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2016,"401,9"
"688","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2015,"388,1"
"689","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2014,"381"
"690","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2013,"388,5"
"691","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2012,"355"
"692","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2011,"328,3"
"693","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2010,"326,9"
"694","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2009,"309,2"
"695","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2008,"308"
"696","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2007,"296,8"
"697","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Valor absoluto",2006,"272,5"
"698","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2022,"11,6"
"699","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2021,"11,8"
"700","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2020,"11,8"
"701","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2019,"12,6"
"702","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2018,"12,8"
"703","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2017,"13"
"704","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2016,"13,7"
"705","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2015,"13,7"
"706","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2014,"14,2"
"707","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2013,"14,8"
"708","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2012,"13,5"
"709","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2011,"12,2"
"710","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2010,"12,1"
"711","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2009,"11,4"
"712","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2008,"10,9"
"713","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2007,"10,6"
"714","Ambos sexos","De 40 a 44 años","Jornada a tiempo parcial","Porcentaje",2006,"10,2"
"715","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2022,"3.156,3"
"716","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2021,"3.045,8"
"717","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2020,"2.931,6"
"718","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2019,"2.948,8"
"719","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2018,"2.847,6"
"720","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2017,"2.730,9"
"721","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2016,"2.662,3"
"722","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2015,"2.537,8"
"723","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2014,"2.460,1"
"724","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2013,"2.412,3"
"725","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2012,"2.437,4"
"726","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2011,"2.461,1"
"727","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2010,"2.458,6"
"728","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2009,"2.433,1"
"729","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2008,"2.480,3"
"730","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2007,"2.436,7"
"731","Ambos sexos","De 45 a 49 años","Total","Valor absoluto",2006,"2.346,1"
"732","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2022,"100"
"733","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2021,"100"
"734","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2020,"100"
"735","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2019,"100"
"736","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2018,"100"
"737","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2017,"100"
"738","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2016,"100"
"739","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2015,"100"
"740","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2014,"100"
"741","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2013,"100"
"742","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2012,"100"
"743","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2011,"100"
"744","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2010,"100"
"745","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2009,"100"
"746","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2008,"100"
"747","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2007,"100"
"748","Ambos sexos","De 45 a 49 años","Total","Porcentaje",2006,"100"
"749","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2022,"2.809,9"
"750","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2021,"2.706"
"751","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2020,"2.577,9"
"752","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2019,"2.589,5"
"753","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2018,"2.504"
"754","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2017,"2.385,2"
"755","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2016,"2.325,9"
"756","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2015,"2.189,2"
"757","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2014,"2.131,1"
"758","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2013,"2.088"
"759","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2012,"2.140,7"
"760","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2011,"2.178,5"
"761","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2010,"2.185,1"
"762","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2009,"2.173,9"
"763","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2008,"2.238,9"
"764","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2007,"2.201"
"765","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Valor absoluto",2006,"2.100,5"
"766","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2022,"89"
"767","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2021,"88,8"
"768","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2020,"87,9"
"769","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2019,"87,8"
"770","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2018,"87,9"
"771","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2017,"87,3"
"772","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2016,"87,4"
"773","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2015,"86,3"
"774","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2014,"86,6"
"775","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2013,"86,6"
"776","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2012,"87,8"
"777","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2011,"88,5"
"778","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2010,"88,9"
"779","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2009,"89,3"
"780","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2008,"90,3"
"781","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2007,"90,3"
"782","Ambos sexos","De 45 a 49 años","Jornada a tiempo completo","Porcentaje",2006,"89,5"
"783","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2022,"346,4"
"784","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2021,"339,8"
"785","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2020,"353,8"
"786","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2019,"359,3"
"787","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2018,"343,7"
"788","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2017,"345,7"
"789","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2016,"336,3"
"790","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2015,"348,5"
"791","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2014,"329"
"792","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2013,"324,2"
"793","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2012,"296,7"
"794","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2011,"282,6"
"795","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2010,"273,5"
"796","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2009,"259,2"
"797","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2008,"241,5"
"798","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2007,"235,6"
"799","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Valor absoluto",2006,"245,6"
"800","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2022,"11"
"801","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2021,"11,2"
"802","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2020,"12,1"
"803","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2019,"12,2"
"804","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2018,"12,1"
"805","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2017,"12,7"
"806","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2016,"12,6"
"807","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2015,"13,7"
"808","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2014,"13,4"
"809","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2013,"13,4"
"810","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2012,"12,2"
"811","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2011,"11,5"
"812","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2010,"11,1"
"813","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2009,"10,7"
"814","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2008,"9,7"
"815","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2007,"9,7"
"816","Ambos sexos","De 45 a 49 años","Jornada a tiempo parcial","Porcentaje",2006,"10,5"
"817","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2022,"2.777,6"
"818","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2021,"2.714,6"
"819","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2020,"2.638,4"
"820","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2019,"2.649,7"
"821","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2018,"2.550,1"
"822","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2017,"2.455,8"
"823","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2016,"2.340,7"
"824","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2015,"2.255,9"
"825","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2014,"2.150,3"
"826","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2013,"2.078,2"
"827","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2012,"2.070,9"
"828","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2011,"2.089,8"
"829","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2010,"2.037,5"
"830","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2009,"1.960,7"
"831","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2008,"1.957,9"
"832","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2007,"1.899,1"
"833","Ambos sexos","De 50 a 54 años","Total","Valor absoluto",2006,"1.783,8"
"834","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2022,"100"
"835","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2021,"100"
"836","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2020,"100"
"837","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2019,"100"
"838","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2018,"100"
"839","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2017,"100"
"840","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2016,"100"
"841","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2015,"100"
"842","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2014,"100"
"843","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2013,"100"
"844","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2012,"100"
"845","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2011,"100"
"846","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2010,"100"
"847","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2009,"100"
"848","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2008,"100"
"849","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2007,"100"
"850","Ambos sexos","De 50 a 54 años","Total","Porcentaje",2006,"100"
"851","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2022,"2.479,9"
"852","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2021,"2.429"
"853","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2020,"2.336,4"
"854","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2019,"2.338,7"
"855","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2018,"2.247"
"856","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2017,"2.163,5"
"857","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2016,"2.057,8"
"858","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2015,"1.990,8"
"859","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2014,"1.891,3"
"860","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2013,"1.838,4"
"861","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2012,"1.845,4"
"862","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2011,"1.876,3"
"863","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2010,"1.835,5"
"864","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2009,"1.779,4"
"865","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2008,"1.762,9"
"866","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2007,"1.717,9"
"867","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Valor absoluto",2006,"1.609,4"
"868","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2022,"89,3"
"869","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2021,"89,5"
"870","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2020,"88,6"
"871","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2019,"88,3"
"872","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2018,"88,1"
"873","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2017,"88,1"
"874","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2016,"87,9"
"875","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2015,"88,2"
"876","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2014,"88"
"877","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2013,"88,5"
"878","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2012,"89,1"
"879","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2011,"89,8"
"880","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2010,"90,1"
"881","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2009,"90,8"
"882","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2008,"90"
"883","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2007,"90,5"
"884","Ambos sexos","De 50 a 54 años","Jornada a tiempo completo","Porcentaje",2006,"90,2"
"885","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2022,"297,7"
"886","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2021,"285,6"
"887","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2020,"302"
"888","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2019,"311"
"889","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2018,"303,1"
"890","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2017,"292,3"
"891","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2016,"282,9"
"892","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2015,"265,1"
"893","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2014,"258,9"
"894","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2013,"239,8"
"895","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2012,"225,5"
"896","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2011,"213,6"
"897","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2010,"201,9"
"898","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2009,"181,3"
"899","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2008,"195"
"900","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2007,"181,2"
"901","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Valor absoluto",2006,"174,3"
"902","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Porcentaje",2022,"10,7"
"903","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Porcentaje",2021,"10,5"
"904","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Porcentaje",2020,"11,4"
"905","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Porcentaje",2019,"11,7"
"906","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Porcentaje",2018,"11,9"
"907","Ambos sexos","De 50 a 54 años","Jornada a tiempo parcial","Porcentaje",2017,"11,9"
